DATE,NASDAQCOM
8/14/20,11019.301
8/17/20,11129.727
8/18/20,11210.844
8/19/20,11146.461
8/20/20,11264.953
8/21/20,11311.801
8/24/20,11379.719
8/25/20,11466.473
8/26/20,11665.059
8/27/20,11625.336
8/28/20,11695.633
8/31/20,11775.457
9/1/20,11939.668
9/2/20,12056.441
9/3/20,11458.102
9/4/20,11313.133
9/7/20,.
9/8/20,10847.691
9/9/20,11141.563
9/10/20,10919.594
9/11/20,10853.547
9/14/20,11056.652
9/15/20,11190.324
9/16/20,11050.469
9/17/20,10910.277
9/18/20,10793.281
9/21/20,10778.797
9/22/20,10963.637
9/23/20,10632.98535
